snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,supportCNL1L2L3,supportL1L2L3,L1,L2,L3,a,fromValue,fromUnit,b,toValue,toUnit
Sleep apnea (disorder),73430006,Sleep apnoea,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"You can usually do this at home, but sometimes you may need to stay in the clinic overnight.",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Stevens-Johnson syndrome (disorder),73442001,Stevens-Johnson syndrome,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,"In severe cases, full recovery may take several months.",MAYO,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Stevens-Johnson syndrome (disorder),73442001,Stevens-Johnson syndrome,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0077120822622107,"But the length of time it takes to recover from Stevens-Johnson syndrome will depend on how severe it is, and it can sometimes take many weeks or months to fully recover",NHS,0.0005798221878623,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Non suicidal self inflicted injury (disorder),735642007,Self-injurycutting,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Treating self-injury behavior can take time, hard work and your own desire to recover.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Epicondylitis (disorder),73583000,Tennis elbow,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.0131578947368421,"In some cases, tennis elbow can persist for more than a year",NHS,0.0003865481252415,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Epicondylitis (disorder),73583000,Tennis elbow,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0062176165803108,"Tennis elbow is a self-limiting condition, which means it will eventually get better without treatment.",NHS,0.0011596443757247,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Epicondylitis (disorder),73583000,Tennis elbow,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,Most cases of tennis elbow last between six months and two years,NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Epicondylitis (disorder),73583000,Tennis elbow,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"However, it can often last for several weeks or months, because tendons heal slowly",NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Epicondylitis (disorder),73583000,Tennis elbow,PERMANENT,0.0011520737327188,Tennis elbow is a common musculoskeletal condition,NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Intervertebral disc prolapse (disorder),73589001,Herniated disk,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,"If your herniated disk is in your lower back, you'll typically feel the most pain in your buttocks, thigh and calf.",MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Intervertebral disc prolapse (disorder),73589001,Herniated disk,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,Conservative treatment — mainly modifying activities to avoid movement that causes pain and taking pain medication — relieves symptoms in most people within a few days or weeks.,MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Injury of peripheral nerve (disorder),73590005,Peripheral nerve injuries,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,Nerves recover slowly and maximal recovery may take many months or several years.,MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Laparoscopy (procedure),73632009,Laparoscopy (keyhole surgery),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"You can often go home on the same day of your laparoscopy, although you may need to stay in hospital overnight.",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Polyp of nasal cavity and/or nasal sinus (disorder),736499003,Nasal polyps,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,"Nasal polyps can sometimes feel like a cold, but colds tend to clear up within a few days, whereas nasal polyps will not get better unless they're treated.",NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Trisomy 18 (morphologic abnormality),737541007,Edwards' syndrome (trisomy 18),PERMANENT,0.0011520737327188,There is no cure for Edwards' syndrome and managing the symptoms can be challenging,NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Enteritis caused by radiation (disorder),73817000,Radiation enteritis,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,"For most people, radiation enteritis is temporary and the inflammation usually subsides several weeks after treatment ends.",MAYO,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Enteritis caused by radiation (disorder),73817000,Radiation enteritis,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"But for some, radiation enteritis may continue long after treatment ends or may develop months or years after treatment.",MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Prolapse of female genital organs (disorder),73998008,Pelvic organ prolapse,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0072463768115942,You'll be asleep during the operation and you will usually need to stay in hospital for 1 to 3 days afterwards.,NHS,0.0003865481252415,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Prolapse of female genital organs (disorder),73998008,Pelvic organ prolapse,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,"You may need 6 to 12 weeks off work to recover, depending on the type of surgery you have.",NHS,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Prolapse of female genital organs (disorder),73998008,Pelvic organ prolapse,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0048543689320388,This may last 3 or 4 weeks,NHS,0.0005798221878623,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Prolapse of female genital organs (disorder),73998008,Pelvic organ prolapse,PERMANENT,0.0011520737327188,"changes to your sex life, such as discomfort during intercourse – but this should improve over time",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Orf virus disease (disorder),74050005,Orf,DECLINE FAST FROM 8 DAY TO 2 MONTH,1.0,"As the condition progresses over a 3- to 6-week period, a pustule or blister that weeps fluid will develop on top and eventually crust over.",NHS,0.0001932740626207,0.0001932740626207,DECLINE,FAST,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Orf virus disease (disorder),74050005,Orf,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,It usually clears up within 3 to 6 weeks,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Orf virus disease (disorder),74050005,Orf,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Orf is a self-limiting disease, which means it'll get better on its own without treatment",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Acromegaly (disorder),74107003,Acromegaly,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,Acromegaly usually develops slowly.,MAYO,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Acromegaly (disorder),74107003,Acromegaly,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,It may take years for this treatment to noticeably improve acromegaly symptoms.,MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Acromegaly (disorder),74107003,Acromegaly,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,"Often, facial features start to return to normal and swelling improves within a few days",NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Acromegaly (disorder),74107003,Acromegaly,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,"If you have acromegaly, your GH level will tend to stay high.",MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Acromegaly (disorder),74107003,Acromegaly,PERMANENT,0.0011520737327188,Surgery is effective in most people and can completely cure acromegaly,NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Reye's syndrome (disorder),74351001,Reye's syndrome,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"Once the swelling in the brain has reduced, the other functions of the body should return to normal within a few days, although it may be several weeks before your child is well enough to leave hospital.",NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Appendicitis (disorder),74400008,Appendicitis,IMPROVE MODERATELY FROM 1 DAY TO 1 WEEK,0.0434782608695652,"With open or complicated surgery (for example, if you have peritonitis) it may take up to a week before you're well enough to go home.",NHS,0.0001932740626207,0.0044453034402783,IMPROVE,MODERATELY,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Appendicitis (disorder),74400008,Appendicitis,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.032258064516129,"Although anyone can develop appendicitis, most often it occurs in people between the ages of 10 and 30. Standard treatment is surgical removal of the appendix.",MAYO,0.0001932740626207,0.0059914959412446,DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Appendicitis (disorder),74400008,Appendicitis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0064724919093851,It usually takes a couple of weeks to make a full recovery after your appendix has been removed.,NHS,0.0007730962504831,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Appendicitis (disorder),74400008,Appendicitis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0041450777202072,You can return to work when you feel up to it.,MAYO,0.0007730962504831,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Appendicitis (disorder),74400008,Appendicitis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,One of the main advantages of keyhole surgery is the recovery time tends to be short and most people can leave hospital a few days after the operation.,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
"Glioma, malignant (morphologic abnormality)",74532006,Glioma,PERMANENT,0.0011520737327188,No alternative treatments have been proved to cure gliomas.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Pyoderma gangrenosum (disorder),74578003,Pyoderma gangrenosum,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"Some people heal very slowly, over months or years",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Pyoderma gangrenosum (disorder),74578003,Pyoderma gangrenosum,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0031088082901554,With treatment you're likely to recover from pyoderma gangrenosum.,MAYO,0.0005798221878623,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Pyoderma gangrenosum (disorder),74578003,Pyoderma gangrenosum,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,Others may find the condition clears up within a few weeks,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Hypopituitarism (disorder),74728003,Hypopituitarism,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,The signs and symptoms of hypopituitarism usually develop gradually and get worse over time.,MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Hypopituitarism (disorder),74728003,Hypopituitarism,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"If you have hypopituitarism, you'll likely need to take medication for the rest of your life.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Mental disorder (disorder),74732009,Mental illness,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"Psychotherapy often can be successfully completed in a few months, but in some cases, long-term treatment may be needed.",MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Mental disorder (disorder),74732009,Mental illness,PERMANENT,0.0023041474654377,"Although psychiatric medications don't cure mental illness, they can often significantly improve symptoms.",MAYO,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Urticaria caused by cold (disorder),74774004,Cold urticaria,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"In some people, cold urticaria goes away on its own after weeks or months.",MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Urticaria caused by cold (disorder),74774004,Cold urticaria,PERMANENT,0.0011520737327188,"There is no cure for the condition, but treatment and preventive steps can help.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Infestation caused by Anoplura (disorder),74949007,Lice,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,may need to repeat treatment with the lotion or shampoo in about nine to 10 days after the first application.,MAYO,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Acute febrile mucocutaneous lymph node syndrome (disorder),75053002,Kawasaki disease,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,"Children can make a full recovery within 6 to 8 weeks if it's diagnosed and treated promptly, but complications can develop",NHS,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Acute febrile mucocutaneous lymph node syndrome (disorder),75053002,Kawasaki disease,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,It may take longer for your child to recover if Kawasaki disease isn't treated promptly.,NHS,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Food poisoning (disorder),75258004,Food poisoning,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0144927536231884,Food poisoning is rarely serious and usually gets better within a week,NHS,0.0007730962504831,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Congenital anomaly of mitral valve (disorder),75372006,Congenital mitral valve anomalies,PERMANENT,0.0011520737327188,Congenital heart disease can often be treated successfully in childhood.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Congenital anomaly of mitral valve (disorder),75372006,Congenital mitral valve anomalies,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,This painless test records the electrical signals in your heart.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Poisoning (disorder),75478009,Poisoning,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"In serious cases, it may be necessary for the person to stay in hospital for treatment",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Pancreatitis (disorder),75694006,Pancreatitis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0072463768115942,"You'll stop eating for a couple of days in the hospital in order to give your pancreas a chance to recover.
Once",MAYO,0.0003865481252415,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Pancreatitis (disorder),75694006,Pancreatitis,PERMANENT,0.0011520737327188,"Damage to insulin-producing cells in your pancreas from chronic pancreatitis can lead to diabetes, a disease that affects the way your body uses blood sugar.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Brucellosis (disorder),75702008,Brucellosis,DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0666666666666666,Symptoms may appear suddenly over 1 to 2 days or gradually over several weeks.,NHS,0.0001932740626207,0.0028991109393119,DECLINE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Brucellosis (disorder),75702008,Brucellosis,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,Symptoms of brucellosis may show up anytime from a few days to a few months after you've been infected.,MAYO,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Brucellosis (disorder),75702008,Brucellosis,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,"However, treatment takes several weeks to months, and the infection can recur.",MAYO,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Brucellosis (disorder),75702008,Brucellosis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,Brucellosis symptoms may disappear for weeks or months and then return.,MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Brucellosis (disorder),75702008,Brucellosis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"You should make a full recovery, and the infection is unlikely to return.",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Red eye (disorder),75705005,Red eye,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,It may get better on its own in a few days,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Classical phenylketonuria (disorder),7573000,Phenylketonuria (PKU),DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0666666666666666,Irreversible brain damage and marked intellectual disability beginning within the first few months of life,MAYO,0.0001932740626207,0.0028991109393119,DECLINE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
