snomedConcept,snomedDesConcept,snomedDesIdentifier,snomedIdentifier
Referral to clinic (procedure),Referral to male urology clinic (procedure),415275008,183851006
Referral to clinic (procedure),Referral to incontinence clinic (procedure),415274007,183851006
Referral to clinic (procedure),Referral to glaucoma clinic (procedure),415273001,183851006
Referral to clinic (procedure),Referral to genitourinary clinic (procedure),415272006,183851006
Referral to clinic (procedure),Referral to diabetes preconception counseling clinic (procedure),415269004,183851006
Referral to clinic (procedure),Referral to cataract clinic (procedure),415266006,183851006
Referral to clinic (procedure),Referral to asthma clinic (procedure),415265005,183851006
Referral to clinic (procedure),Referral to musculoskeletal clinic (procedure),413159000,183851006
Referral to clinic (procedure),Referral to stroke clinic (procedure),412773009,183851006
Referral to clinic (procedure),Referral to osteoporosis clinic (procedure),412717001,183851006
Referral to clinic (procedure),Referral to sexually transmitted infections clinic (procedure),412712007,183851006
Referral to clinic (procedure),Referral to eating disorders clinic (procedure),400973003,183851006
Referral to clinic (procedure),Referral to soft tissue injury clinic (procedure),391104004,183851006
Referral to clinic (procedure),Referral to stop-smoking clinic (procedure),315232003,183851006
Referral to clinic (procedure),Referral to rapid access chest pain clinic (procedure),315015006,183851006
Referral to clinic (procedure),Referral to breast clinic (procedure),313186001,183851006
Referral to clinic (procedure),Referral to back pain clinic (procedure),183868005,183851006
Referral to clinic (procedure),Referred to acute chest pain clinic (procedure),183867000,183851006
Referral to clinic (procedure),Referral to emergency clinic (procedure),183866009,183851006
Referral to clinic (procedure),Referral to family planning clinic (procedure),183864007,183851006
Referral to clinic (procedure),Referral to well woman clinic (procedure),183863001,183851006
Referral to clinic (procedure),Referral to fertility clinic (procedure),183862006,183851006
Referral to clinic (procedure),Referral to postnatal clinic (procedure),183861004,183851006
Referral to clinic (procedure),Referral to antenatal clinic (procedure),183860003,183851006
Referral to clinic (procedure),Referral to mammography clinic (procedure),183859008,183851006
Referral to clinic (procedure),Referral to varicose vein clinic (procedure),183858000,183851006
Referral to clinic (procedure),Referral to developmental clinic (procedure),183857005,183851006
Referral to clinic (procedure),Referral to hypertension clinic (procedure),183856001,183851006
Referral to clinic (procedure),Referral to orthodontic clinic (procedure),183855002,183851006
Referral to clinic (procedure),Referral to audiology clinic (procedure),183854003,183851006
Referral to clinic (procedure),Refer to hearing aid clinic (procedure),183853009,183851006
Referral to clinic (procedure),Referral to lipid clinic (procedure),183852004,183851006
Referral to clinic (procedure),Referral to clinic (procedure),183851006,183851006
Referral to clinic (procedure),Referral to heart failure clinic (procedure),134440006,183851006
Removal of intrauterine device (procedure),Removal of intrauterine contraceptive device using fluoroscopic guidance (procedure),718856002,68254000
Removal of intrauterine device (procedure),Removal of hormone releasing intrauterine contraceptive device (procedure),472838002,68254000
Removal of intrauterine device (procedure),Transvaginal removal of coil (procedure),274042004,68254000
Removal of intrauterine device (procedure),Removal of displaced intrauterine contraceptive device (procedure),176839005,68254000
Removal of intrauterine device (procedure),Removal of intrauterine device (procedure),68254000,68254000
Removal of intrauterine device (procedure),Replacement of contraceptive intrauterine device (procedure),46706006,68254000
Removal of subcutaneous contraceptive (procedure),Removal of etonogestrel radiopaque contraceptive implant (procedure),450836008,301807007
Removal of subcutaneous contraceptive (procedure),Removal of etonogestrel implant (procedure),442490009,301807007
Removal of subcutaneous contraceptive (procedure),Removal of subcutaneous contraceptive (procedure),301807007,301807007
Replacement of contraceptive intrauterine device (procedure)   ,Replacement of contraceptive intrauterine device (procedure),46706006,46706006
Respiratory therapy (procedure),Nocturnal dual pressure spontaneous ventilation support (regime/therapy),34291000175108,53950000
Respiratory therapy (procedure),Nocturnal continuous positive airway pressure (regime/therapy),34281000175105,53950000
Respiratory therapy (procedure),Heated and humidified high flow oxygen therapy (procedure),870533002,53950000
Respiratory therapy (procedure),Weaning from noninvasive ventilation (procedure),870392006,53950000
Respiratory therapy (procedure),Assisted ventilation in prone position (procedure),870391004,53950000
Respiratory therapy (procedure),Alcohol-oxygen vapor therapy (procedure),788538002,53950000
Respiratory therapy (procedure),Mechanical insufflation exsufflation (procedure),787180006,53950000
Respiratory therapy (procedure),Bird respiratory therapy (procedure),773454006,53950000
Respiratory therapy (procedure),Maintaining ventilation (procedure),710976005,53950000
Respiratory therapy (procedure),Respiratory therapy by control of atmospheric pressure and composition (procedure),698801008,53950000
Respiratory therapy (procedure),Respiratory therapy by control of atmospheric composition (procedure),698800009,53950000
