snomedConcept,snomedIdentifier,descendantId,descendantConcept,propagation,coverage
Absence seizure (disorder),79631006,40816002,Retropulsion petit mal (disorder),13,13
Absence seizure (disorder),79631006,23374007,Atypical absence seizure (disorder),13,13
Absence seizure (disorder),79631006,7033004,Petit mal status (disorder),13,13
Sleep walking disorder (disorder),80495009,23871000119106,Somnambulism co-occurrent with sleep terror disorder (disorder),2,2
Sleep walking disorder (disorder),80495009,80495009,Sleep walking disorder (disorder),2,2
Neck pain (finding),81680005,1121000119107,Chronic neck pain (finding),14,14
Neck pain (finding),81680005,725011006,Neck pain co-occurrent with neurological deficit following whiplash injury to neck (disorder),14,14
Neck pain (finding),81680005,725010007,Neck pain co-occurrent with tenderness of neck following whiplash injury to neck (disorder),14,14
Neck pain (finding),81680005,725009002,Neck pain co-occurrent with neck stiffness following whiplash injury to neck (disorder),14,14
Neck pain (finding),81680005,709141005,Neck pain due to malignant neoplastic disease (finding),14,14
Neck pain (finding),81680005,302072004,Pain in thyroid (finding),14,14
Neck pain (finding),81680005,301365009,Pain of head and neck region (finding),14,14
Neck pain (finding),81680005,297128006,Nuchal pain (finding),14,14
Neck pain (finding),81680005,279029001,Pain in cervical spine (finding),14,14
Neck pain (finding),81680005,103014001,Cervical nerve root pain (finding),14,14
Neck pain (finding),81680005,102555004,Neck pain aggravated by recumbency (finding),14,14
Neck pain (finding),81680005,81680005,Neck pain (finding),14,14
Neck pain (finding),81680005,76821002,Epidemic cervical myalgia (disorder),14,14
Neck pain (finding),81680005,35635000,Cervicobrachial neuralgia (finding),14,14
Amputation (procedure),81723002,772044006,Amputation of entire lower limb and ipsilateral hemipelvis (procedure),16,16
Amputation (procedure),81723002,443231000,Total excision of nail and nail matrix with amputation of tuft of distal phalanx (procedure),16,16
Amputation (procedure),81723002,405249000,Amputation of crown of tooth with root retention (procedure),16,16
Amputation (procedure),81723002,400053006,Amputation of limb (procedure),16,16
Amputation (procedure),81723002,387683002,Transcarpal amputation (procedure),16,16
Amputation (procedure),81723002,387626007,Amputation of cervix (procedure),16,16
Amputation (procedure),81723002,112705001,Musculoskeletal system amputation (procedure),16,16
Amputation (procedure),81723002,86250007,Cineplastic amputation (procedure),16,16
Amputation (procedure),81723002,84539006,Forequarter amputation (procedure),16,16
Amputation (procedure),81723002,81723002,Amputation (procedure),16,16
Amputation (procedure),81723002,80855002,Amputation of penis (procedure),16,16
Amputation (procedure),81723002,78699000,Radical amputation (procedure),16,16
Amputation (procedure),81723002,55046007,Reamputation (procedure),16,16
Amputation (procedure),81723002,23199002,"Root amputation, per root (procedure)",16,16
Amputation (procedure),81723002,20891002,Fetal decapitation (procedure),16,16
Amputation (procedure),81723002,7709002,Transfer of finger to opposite hand with amputation (procedure),16,16
Toxic effect of ethyl alcohol (disorder),82782008,287166006,Accidental poisoning with ethyl alcohol (disorder),2,2
Toxic effect of ethyl alcohol (disorder),82782008,82782008,Toxic effect of ethyl alcohol (disorder),2,2
Peripheral arterial disease (disorder),840580004,16899261000119106,Atherosclerosis of superior mesenteric artery (disorder),13,13
Peripheral arterial disease (disorder),840580004,16019511000119108,Atherosclerosis of right iliac artery (disorder),13,13
Peripheral arterial disease (disorder),840580004,16019471000119104,Atherosclerosis of left iliac artery (disorder),13,13
Peripheral arterial disease (disorder),840580004,15648691000119108,Atherosclerosis of artery of left upper limb (disorder),13,13
Peripheral arterial disease (disorder),840580004,15648601000119102,Atherosclerosis of artery of right upper limb (disorder),13,13
Peripheral arterial disease (disorder),840580004,153911000119104,Peripheral arterial insufficiency (disorder),13,13
Peripheral arterial disease (disorder),840580004,8001000119106,Atherosclerosis of aortoiliac bypass graft (disorder),13,13
Peripheral arterial disease (disorder),840580004,840580004,Peripheral arterial disease (disorder),13,13
Peripheral arterial disease (disorder),840580004,724440007,Atherosclerosis of artery of lower limb (disorder),13,13
Peripheral arterial disease (disorder),840580004,442439008,Atherosclerosis of bypass graft of limb (disorder),13,13
Peripheral arterial disease (disorder),840580004,399957001,Peripheral arterial occlusive disease (disorder),13,13
Peripheral arterial disease (disorder),840580004,51274000,Atherosclerosis of arteries of the extremities (disorder),13,13
Peripheral arterial disease (disorder),840580004,45281005,Atherosclerosis of renal artery (disorder),13,13
Heart failure (disorder),84114007,898208007,Heart failure due to thyrotoxicosis (disorder),28,28
Heart failure (disorder),84114007,788950000,Heart failure with mid range ejection fraction (disorder),28,28
Heart failure (disorder),84114007,703272007,Heart failure with reduced ejection fraction (disorder),28,28
Heart failure (disorder),84114007,609507007,Induced termination of pregnancy complicated by cardiac failure (disorder),28,28
Heart failure (disorder),84114007,471880001,Heart failure due to end stage congenital heart disease (disorder),28,28
Heart failure (disorder),84114007,462172006,Fetal heart failure (disorder),28,28
Heart failure (disorder),84114007,446221000,Heart failure with normal ejection fraction (disorder),28,28
Heart failure (disorder),84114007,445236007,Cardiorenal syndrome (disorder),28,28
Heart failure (disorder),84114007,418304008,Diastolic heart failure (disorder),28,28
Heart failure (disorder),84114007,417996009,Systolic heart failure (disorder),28,28
Heart failure (disorder),84114007,410431009,Cardiorespiratory failure (disorder),28,28
Heart failure (disorder),84114007,367363000,Right ventricular failure (disorder),28,28
Heart failure (disorder),84114007,314206003,Refractory heart failure (disorder),28,28
Heart failure (disorder),84114007,276514007,Neonatal cardiac failure (disorder),28,28
Heart failure (disorder),84114007,233924009,Heart failure as a complication of care (disorder),28,28
Heart failure (disorder),84114007,206586007,Congenital cardiac failure (disorder),28,28
Heart failure (disorder),84114007,195112003,Compensated cardiac failure (disorder),28,28
Heart failure (disorder),84114007,195111005,Decompensated cardiac failure (disorder),28,28
Heart failure (disorder),84114007,89819002,Cardiac insufficiency during AND/OR resulting from a procedure (disorder),28,28
Heart failure (disorder),84114007,85232009,Left heart failure (disorder),28,28
Heart failure (disorder),84114007,84114007,Heart failure (disorder),28,28
Heart failure (disorder),84114007,56675007,Acute heart failure (disorder),28,28
Heart failure (disorder),84114007,55565007,Cardiac failure after obstetrical surgery AND/OR other procedure including delivery (disorder),28,28
Heart failure (disorder),84114007,48447003,Chronic heart failure (disorder),28,28
Heart failure (disorder),84114007,46113002,Hypertensive heart failure (disorder),28,28
Heart failure (disorder),84114007,42343007,Congestive heart failure (disorder),28,28
Heart failure (disorder),84114007,25544003,Low output heart failure (disorder),28,28
Heart failure (disorder),84114007,10091002,High output heart failure (disorder),28,28
Epilepsy (disorder),84757009,322112361000132104,Epilepsy due to scarring of brain (disorder),56,56
Epilepsy (disorder),84757009,10750951000119106,Epilepsy in mother complicating childbirth (disorder),56,56
Epilepsy (disorder),84757009,187931000119106,Atypical absence epilepsy (disorder),56,56
Epilepsy (disorder),84757009,100941000119100,Epilepsy in mother complicating pregnancy (disorder),56,56
Epilepsy (disorder),84757009,82381000119103,Epileptic dementia with behavioral disturbance (disorder),56,56
Epilepsy (disorder),84757009,8291000119107,Atonic epilepsy (disorder),56,56
Epilepsy (disorder),84757009,788417006,"Alopecia, epilepsy, intellectual disability syndrome Moynahan type (disorder)",56,56
Epilepsy (disorder),84757009,785726009,Hyperekplexia epilepsy syndrome (disorder),56,56
Epilepsy (disorder),84757009,780827006,Synaptic Ras GTPase activating protein 1- related intellectual disability (disorder),56,56
Epilepsy (disorder),84757009,771448004,Autism epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency (disorder),56,56
Epilepsy (disorder),84757009,770622009,Benign infantile focal epilepsy with midline spikes and waves during sleep (disorder),56,56
Epilepsy (disorder),84757009,770438007,Infantile spasm and broad thumb syndrome (disorder),56,56
Epilepsy (disorder),84757009,766044005,Acute encephalopathy with biphasic seizures and late reduced diffusion (disorder),56,56
Epilepsy (disorder),84757009,765170001,Sodium voltage-gated channel alpha subunit 8-related epilepsy with encephalopathy (disorder),56,56
Epilepsy (disorder),84757009,734434007,Pyridoxine-dependent epilepsy (disorder),56,56
Epilepsy (disorder),84757009,733623005,"Autism spectrum disorder, epilepsy, arthrogryposis syndrome (disorder)",56,56
Epilepsy (disorder),84757009,733195008,Epilepsy of infancy with migrating focal seizures (disorder),56,56
Epilepsy (disorder),84757009,733032006,Epilepsy telangiectasia syndrome (disorder),56,56
Epilepsy (disorder),84757009,733031004,"Epilepsy, microcephaly, skeletal dysplasia syndrome (disorder)",56,56
Epilepsy (disorder),84757009,724992007,Epilepsy co-occurrent and due to dementia (disorder),56,56
Epilepsy (disorder),84757009,724991000,Epilepsy co-occurrent and due to demyelinating disorder (disorder),56,56
Epilepsy (disorder),84757009,724990004,Epilepsy due to immune disorder (disorder),56,56
Epilepsy (disorder),84757009,724989008,Epilepsy co-occurrent and due to mesial temporal sclerosis (disorder),56,56
Epilepsy (disorder),84757009,724988000,Epilepsy co-occurrent and due to degenerative brain disorder (disorder),56,56
Epilepsy (disorder),84757009,724789001,Epilepsy due to intracranial tumor (disorder),56,56
Epilepsy (disorder),84757009,724787004,Epilepsy due to cerebrovascular accident (disorder),56,56
Epilepsy (disorder),84757009,724786008,Epilepsy due to perinatal anoxic-ischemic brain injury (disorder),56,56
Epilepsy (disorder),84757009,724576005,Pyridoxal 5-phosphate dependent epilepsy (disorder),56,56
Epilepsy (disorder),84757009,724549005,Epilepsy due to infectious disease of central nervous system (disorder),56,56
Epilepsy (disorder),84757009,724274009,Infant epilepsy with migrant focal crisis (disorder),56,56
Epilepsy (disorder),84757009,723676007,"Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome (disorder)",56,56
Epilepsy (disorder),84757009,722386009,Celiac disease with epilepsy and cerebral calcification syndrome (disorder),56,56
Epilepsy (disorder),84757009,721088003,"Developmental delay, epilepsy, neonatal diabetes syndrome (disorder)",56,56
Epilepsy (disorder),84757009,720519003,"Atherosclerosis, deafness, diabetes, epilepsy, nephropathy syndrome (disorder)",56,56
Epilepsy (disorder),84757009,717223008,X-linked epilepsy with learning disability and behavior disorder syndrome (disorder),56,56
Epilepsy (disorder),84757009,716706009,Female restricted epilepsy with intellectual disability syndrome (disorder),56,56
Epilepsy (disorder),84757009,698767004,Post-cerebrovascular accident epilepsy (disorder),56,56
Epilepsy (disorder),84757009,445355009,Refractory epilepsy (disorder),56,56
Epilepsy (disorder),84757009,422513000,"Epilepsy, not refractory (disorder)",56,56
Epilepsy (disorder),84757009,352818000,Tonic-clonic epilepsy (disorder),56,56
Epilepsy (disorder),84757009,230456007,Status epilepticus (disorder),56,56
Epilepsy (disorder),84757009,230441003,Drug-induced epilepsy (disorder),56,56
Epilepsy (disorder),84757009,230438007,Acquired epileptic aphasia (disorder),56,56
Epilepsy (disorder),84757009,230435005,Epilepsy undetermined whether focal or generalized (disorder),56,56
Epilepsy (disorder),84757009,230381009,Localization-related epilepsy (disorder),56,56
Epilepsy (disorder),84757009,193008009,Somatosensory epilepsy (disorder),56,56
Epilepsy (disorder),84757009,193002005,Psychosensory epilepsy (disorder),56,56
Epilepsy (disorder),84757009,109478007,Kohlschutter's syndrome (disorder),56,56
Epilepsy (disorder),84757009,84757009,Epilepsy (disorder),56,56
Epilepsy (disorder),84757009,79745005,Reflex epilepsy (disorder),56,56
Epilepsy (disorder),84757009,75023009,Post-traumatic epilepsy (disorder),56,56
Epilepsy (disorder),84757009,49776008,Centrencephalic epilepsy (disorder),56,56
Epilepsy (disorder),84757009,39194005,Visual epilepsy (disorder),56,56
Epilepsy (disorder),84757009,38281008,Benign neonatal convulsions (disorder),56,56
Epilepsy (disorder),84757009,19598007,Generalized epilepsy (disorder),56,56
